Complaint,Coded Month,Date Occur,Flag-Crime,Flag-Unfounded,Flag-Administrative,Count,Flag Cleanup,Crime,ILeads Add,ILeads Approve,District,Beat,Description,ILEADS-Address,ILEADS-Street,Neighborhood,ILeads Asg,ILeads Type,Location Name,Location Comment,CAD-Address,CAD-Street,X-Coord,Y-Coord,Date Crime Coded
17-022357,2017-05,5/11/2017 10:40,Y, , ,1, ,229999,5/11/2017 10:59,5/12/2017,4,423,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,811,LOCUST ST           ,35,304,,OLD POST OFFICE PLAZA, ,811,LOCUST,908153.4,1018193,5/16/2017
17-020642,2017-05,5/2/2017 11:00,Y, , ,1, ,151110,5/2/2017 10:11,5/12/2017,6,625,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,6328,WOODLAND AVE        ,70,210,, , ,6328,WOODLAND,887094.2,1043956,5/15/2017
17-022751,2017-05,5/12/2017 16:00,Y, , ,1, ,71013,5/13/2017 13:55,5/13/2017,4,429,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3900,ALDINE AVE          ,59,680,, , ,3900,ALDINE,896923.5,1026177,5/16/2017
17-022705,2017-05,5/12/2017 16:00,Y, , ,1, ,72113,5/13/2017 8:48,5/13/2017,2,229,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,6655,BERTHOLD AVE        ,44,680,, , ,6655,BERTHOLD,877432.3,1018702,5/15/2017
17-022129,2017-05,5/9/2017 22:00,Y, , ,1, ,91114,5/10/2017 8:53,5/14/2017,5,526,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5964,OAKHERST PL         ,48,305,, ,OCCURRED NORTH  ON GOODFELLOW APPROACHING PAGE,5964,OAKHERST,880259.6,1031844,5/16/2017
17-022757,2017-05,5/13/2017 0:30,Y, , ,1, ,64601,5/13/2017 14:19,5/13/2017,1,128,"LARCENY-FROM MTR VEH $500 - $24,999               ",4240,NEOSHO ST           ,5,680,, , ,4240,NEOSHO,887291.8,1001672,5/16/2017
17-022379,2017-05,5/9/2017 16:00,Y, , ,1, ,51312,5/11/2017 13:09,5/12/2017,3,326,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2008,S 9TH ST            ,21,303,, , ,2008,9TH,904543,1010065,5/15/2017
17-022858,2017-05,5/14/2017 2:18,Y, , ,1, ,41011,5/14/2017 3:03,5/14/2017,5,525,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5835,DEGIVERVILLE AVE    ,46,305,, , ,5835,DEGIVERVILLE,880135.4,1026248,5/15/2017
17-022529,2017-05,5/8/2017 22:00,Y, , ,1, ,65701,5/12/2017 10:21,5/13/2017,2,223,LARCENY-MTR VEH PARTS UNDER $500                  ,5301,HAMPTON AVE         ,8,302,, ,@ ROTOLITE,5301,HAMPTON,879276,1001232,5/15/2017
17-023025,2017-05,5/15/2017 1:00,Y, , ,1, ,73313,5/15/2017 1:47,5/15/2017,6,627,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,8300,HALL ST,79,680,, , ,,,898134.9,1050543,5/16/2017
17-022865,2017-05,5/14/2017 3:30,Y, , ,1, ,31111,5/14/2017 4:52,5/15/2017,3,322,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,3900,ARKANSAS AVE        ,16,303,, , ,,,893622.9,1002338,5/16/2017
17-021922,2017-05,5/9/2017 8:30,Y, , ,1, ,266510,5/9/2017 9:53,5/15/2017,4,422,PUBLIC ORDER-TRESPASSING                          ,301,N 15TH ST           ,36,304,,CONFLUENCE ACADEMY, ,,,905444.9,1018627,5/16/2017
17-022845,2017-05,5/14/2017 0:35,Y, , ,1, ,31311,5/14/2017 1:23,5/14/2017,3,328,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL         ,2000,GEYER AVE           ,23,303,, , ,,,901667.9,1011442,5/16/2017
17-022816,2017-05,5/13/2017 19:00,Y, , ,1, ,41011,5/13/2017 20:28,5/14/2017,6,623,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4400,W FLORISSANT AVE    ,69,306,,O FALLON PARK, ,,,898630.3,1036933,5/16/2017
17-022192,2017-05,5/10/2017 13:10,Y, , ,1, ,182250,5/10/2017 13:55,5/13/2017,6,626,DRUGS-POSSESSION/COCAINE                          ,5635,PARK LN             ,76,306,, , ,,,890910.7,1046680,5/16/2017
17-022250,2017-05,5/10/2017 19:02,Y, , ,1, ,182260,5/10/2017 19:45,5/14/2017,3,324,DRUGS-POSSESSION/METHAMPHETAMINE                  ,0,CHIPPEWA ST / INDIANA AVE,18,303,, , ,,,898694,1002430,5/16/2017
17-022987,2017-05,5/14/2017 19:30,Y, , ,1, ,130000,5/14/2017 21:24,5/14/2017,1,128,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",0,ADKINS AVE / SCHILLER PL,5,301,, , ,,,886965.5,999178.3,5/16/2017
17-022644,2017-05,5/12/2017 8:30,Y, , ,1, ,266999,5/12/2017 21:24,5/15/2017,5,524,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5622,DELMAR BLVD         ,47,305,, , ,5622,DELMAR,882053.1,1026741,5/16/2017
17-022821,2017-05,5/13/2017 19:59,Y, , ,1, ,91303,5/13/2017 20:57,5/14/2017,5,522,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,2,MARYLAND PLZ        ,38,304,,COFFEE CARTEL, ,2,MARYLAND,888340.1,1023682,5/16/2017
17-022600,2017-05,5/12/2017 13:00,Y, , ,1, ,51112,5/12/2017 16:48,5/14/2017,6,628,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,5969,SUMMIT AVE          ,73,306,, , ,5969,SUMMIT,892192.2,1048517,5/16/2017
17-023140,2017-05,5/13/2015 22:00,Y, , ,1, ,142320,5/15/2017 14:16,5/15/2017,1,126,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4666,ALASKA AVE          ,16,680,, , ,4666,ALASKA,893007.8,997695.3,5/16/2017
17-022742,2017-05,5/12/2017 17:00,Y, , ,1, ,65701,5/13/2017 12:58,5/13/2017,1,123,LARCENY-MTR VEH PARTS UNDER $500                  ,4734,MILENTZ AVE         ,6,680,, , ,4733,MILENTZ,882918,998337.9,5/15/2017
17-022106,2017-05,5/10/2017 1:33,Y, , ,1, ,43012,5/10/2017 2:31,5/14/2017,6,629,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,8946,HALLS FERRY RD      ,74,306,, , ,8946,HALLS FERRY,894778.1,1051331,5/16/2017
17-022807,2017-05,5/11/2017 23:00,Y, , ,1, ,117000,5/13/2017 18:50,5/14/2017,5,528,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,5054,GRANBERRY WAY LN    ,52,305,, , ,5054,GRANBERRY WAY,890036.4,1034164,5/15/2017
17-022193,2017-05,5/10/2017 13:15,Y, , ,1, ,51122,5/10/2017 15:08,5/14/2017,3,329,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,2932,EADS AVE            ,31,303,, , ,2932,EADS,897683.9,1013736,5/16/2017
17-022735,2017-05,5/13/2017 1:00,Y, , ,1, ,64711,5/13/2017 12:23,5/13/2017,3,328,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,1201,MISSOURI AVE        ,32,680,, , ,1201,MISSOURI,900935,1014659,5/16/2017
17-022834,2017-05,5/13/2017 22:50,Y, , ,1, ,41011,5/14/2017 0:32,5/14/2017,3,324,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3652,S JEFFERSON AVE     ,18,303,,GERMAN CULTURAL SOCIETY,@ REAR PARKING LOT,3652,JEFFERSON,898580.3,1003136,5/15/2017
17-022773,2017-05,5/13/2017 14:30,Y, , ,1, ,241100,5/13/2017 17:59,5/14/2017,2,224,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3309,S GRAND BLVD        ,15,302,,ST LOUIS LIRARY- CARPENTER BRANCH, ,3309,GRAND,893528.9,1006259,5/15/2017
17-022673,2017-05,5/13/2017 0:29,Y, , ,1, ,182400,5/13/2017 2:54,5/14/2017,4,423,DRUGS-POSSESSION/MARIJUANA                        ,721,N TUCKER BLVD       ,36,304,, ,PARKING LOT,201,17TH,906857.6,1019492,5/16/2017
17-022855,2017-05,5/13/2017 22:30,Y, , ,1, ,44016,5/14/2017 2:53,5/14/2017,4,426,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC          ,3616,NATURAL BRIDGE AVE  ,59,304,, , ,,,900804.4,1029637,5/16/2017
17-023015,2017-05,5/14/2017 23:00,Y, , ,1, ,72130,5/15/2017 0:52,5/15/2017,3,326,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE              ,622,CHOUTEAU AVE        ,34,680,,EAT-RITE DINER, ,,,907215.2,1013751,5/16/2017
17-022753,2017-05,5/13/2017 0:01,Y, , ,1, ,64601,5/13/2017 14:03,5/14/2017,5,527,"LARCENY-FROM MTR VEH $500 - $24,999               ",5084,DR MARTIN LUTHER KING DR,51,332,, , ,,,887444.4,1030650,5/16/2017
17-022857,2017-05,5/14/2017 1:12,Y, , ,1, ,31111,5/14/2017 2:57,5/14/2017,4,423,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,1315,LOCUST ST           ,36,304,, , ,,,906292.4,1018750,5/16/2017
17-022920,2017-05,5/14/2017 10:45,Y, , ,1, ,241100,5/14/2017 12:26,5/14/2017,3,322,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3300,KEOKUK ST           ,16,303,, , ,,,894504.9,1002203,5/16/2017
17-022816,2017-05,5/13/2017 19:00,Y, , ,1, ,41011,5/13/2017 20:28,5/14/2017,6,623,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4400,W FLORISSANT AVE    ,69,306,,O FALLON PARK, ,,,898630.3,1036933,5/16/2017
17-022846,2017-05,5/14/2017 1:11,Y, , ,1, ,265321,5/14/2017 8:31,5/15/2017,2,227,LEAVING SCENE OF ACCIDENT                         ,2901,S KINGSHIGHWAY BLVD ,13,302,, , ,,,886101.4,1009630,5/16/2017
17-022879,2017-05,5/14/2017 6:13,Y, , ,1, ,91114,5/14/2017 7:50,5/15/2017,2,225,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2853,S GRAND BLVD        ,81,302,,TOWER GROVE PARK, ,,,894080.5,1009459,5/16/2017
17-022759,2017-05,5/13/2017 13:32,Y, , ,1, ,266510,5/13/2017 14:44,5/15/2017,5,521,PUBLIC ORDER-TRESPASSING                          ,4949,BARNES JEWISH HOSPITAL PLZ,38,305,,BARNES-JEWISH HOSPITAL, ,4949,,887396.8,1020150,5/16/2017
17-023010,2017-05,5/15/2017 0:04,Y, , ,1, ,142320,5/15/2017 0:32,5/15/2017,4,426,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3520,NATURAL BRIDGE AVE  ,59,304,,BP FOOD MART, ,3520,NATURAL BRIDGE,901199.4,1029504,5/16/2017
17-023000,2017-05,5/14/2017 23:04,Y, , ,1, ,265321,5/15/2017 2:26,5/15/2017,2,226,LEAVING SCENE OF ACCIDENT                         ,1325,S GRAND BLVD        ,29,302,, , ,1325,GRAND,894902.8,1015747,5/16/2017
17-022359,2017-05,5/11/2017 2:30,Y, , ,1, ,64701,5/11/2017 11:11,5/13/2017,1,125,LARCENY-FROM MTR VEH UNDER $500                   ,4720,S BROADWAY          ,17,301,, ,APT 410,4720,BROADWAY,895912.1,996407,5/16/2017
17-022963,2017-05,5/14/2017 18:12,Y, , ,1, ,266510,5/14/2017 18:50,5/14/2017,4,423,PUBLIC ORDER-TRESPASSING                          ,1210,LOCUST ST           ,36,304,,CHRIST CHURCH CATHEDRAL, ,1210,LOCUST,906389.8,1018559,5/16/2017
17-022714,2017-05,5/12/2017 22:15,Y, , ,1, ,65701,5/13/2017 9:57,5/13/2017,1,121,LARCENY-MTR VEH PARTS UNDER $500                  ,120,W CATALAN ST        ,2,680,, , ,120,CATALAN,886791.9,985739.5,5/15/2017
17-022264,2017-05,5/10/2017 20:30,Y, , ,1, ,41011,5/10/2017 22:26,5/14/2017,6,622,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4115,W PENROSE ST        ,68,306,, , ,4130,PENROSE,898636.8,1033789,5/16/2017
17-022467,2017-05,5/11/2017 21:00,Y, , ,1, ,91124,5/11/2017 23:07,5/12/2017,3,323,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC          ",3743,PENNSYLVANIA AVE    ,19,303,, , ,3743,PENNSYLVANIA,895917.9,1002953,5/16/2017
17-022756,2017-05,5/12/2017 23:00,Y, , ,1, ,265321,5/14/2017 10:23,5/14/2017,2,224,LEAVING SCENE OF ACCIDENT                         ,3452,S SPRING AVE        ,15,302,, , ,3452,SPRING,892484.9,1005667,5/15/2017
17-022118,2017-05,5/9/2017 16:30,Y, , ,1, ,65701,5/10/2017 6:17,5/13/2017,1,123,LARCENY-MTR VEH PARTS UNDER $500                  ,5930,WANDA AVE           ,5,301,, , ,5930,WANDA,885359.6,998936.4,5/16/2017
17-022728,2017-05,5/13/2017 10:15,Y, , ,1, ,51212,5/13/2017 12:34,5/13/2017,4,425,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,3256,KNAPP ST            ,65,304,, , ,3256,KNAPP,905909.5,1027970,5/16/2017
17-022500,2017-05,5/12/2017 4:10,Y, , ,1, ,52212,5/12/2017 7:48,5/13/2017,3,329,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,1641,S JEFFERSON AVE     ,31,303,,SUBWAY, ,1641,JEFFERSON,899683.5,1013252,5/15/2017
17-022535,2017-05,5/10/2017 21:30,Y, , ,1, ,64701,5/12/2017 11:14,5/12/2017,2,224,LARCENY-FROM MTR VEH UNDER $500                   ,4060,OLEATHA AVE         ,15,680,, , ,4060,OLEATHA,889914.1,1005161,5/15/2017
17-022924,2017-05,5/14/2017 12:42,Y, , ,1, ,142320,5/14/2017 13:31,5/14/2017,2,228,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,BERTHOLD AVE / OAKVIEW PL,41,302,, , ,,,881612.7,1018024,5/16/2017
17-022980,2017-05,5/14/2017 17:30,Y, , ,1, ,71013,5/14/2017 19:41,5/14/2017,4,426,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3500,LEE AVE             ,67,304,, , ,,,902322.1,1031194,5/16/2017
17-022985,2017-05,5/14/2017 19:55,Y, , ,1, ,250000,5/14/2017 20:40,5/14/2017,5,521,LOITERING-BEGGING                                 ,0,FOREST PARK PKWY / S KINGSHIGH,38,305,, , ,,,887198.4,1021913,5/16/2017
17-022941,2017-05,5/14/2017 7:30,Y, , ,1, ,64601,5/14/2017 16:26,5/14/2017,4,421,"LARCENY-FROM MTR VEH $500 - $24,999               ",150,DR MARTIN LUTHER KING DR,35,304,, , ,,,909952.6,1019148,5/16/2017
17-022952,2017-05,5/14/2017 16:10,Y, , ,1, ,229999,5/14/2017 16:58,5/14/2017,1,123,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,0,GERMANIA ST / HAMPTON AVE,4,301,, , ,,,879097.3,994408.1,5/16/2017
17-022659,2017-05,5/12/2017 15:30,Y, , ,1, ,65701,5/12/2017 23:20,5/14/2017,5,522,LARCENY-MTR VEH PARTS UNDER $500                  ,600,N EUCLID AVE        ,38,305,,TRINITY EPISCOPAL CHURCH,PARKING LOT,,,888580.9,1025734,5/16/2017
17-022803,2017-05,5/13/2017 16:00,Y, , ,1, ,67701,5/13/2017 18:34,5/13/2017,4,421,LARCENY-FROM BUILDING UNDER $500                  ,529,CHESTNUT ST         ,35,304,,TGI FRIDAY S,TGI FRIDAY S,529,CHESTNUT,908732.9,1017197,5/16/2017
17-022518,2017-05,5/12/2017 8:51,Y, , ,1, ,182400,5/12/2017 10:03,5/13/2017,6,627,DRUGS-POSSESSION/MARIJUANA                        ,7600,HALL ST,79,306,, ,@WORKHOUSE,7600,HALL,899461.2,1045874,5/16/2017
17-022198,2017-05,5/9/2017 20:00,Y, , ,1, ,52321,5/10/2017 15:12,5/13/2017,6,621,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/OCCUPIED     ,4025,SULLIVAN AVE        ,56,306,, ,@FARRAGUT SCHOOL,4025,SULLIVAN,897979.9,1030221,5/16/2017
17-023027,2017-05,5/15/2017 1:35,Y, , ,1, ,241100,5/15/2017 2:23,5/15/2017,5,526,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,6007,MAPLE AVE           ,48,305,, ,1ST FL,6007,MAPLE,879542.3,1029900,5/16/2017
17-022666,2017-05,5/12/2017 23:58,Y, , ,1, ,151110,5/13/2017 1:16,5/13/2017,6,626,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5536,WREN AVE            ,72,341,, , ,5536,WREN,892634.2,1044473,5/16/2017
17-022745,2017-05,5/13/2017 12:30,Y, , ,1, ,41011,5/13/2017 13:41,5/15/2017,4,425,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,0,N 11TH ST / SALISBURY ST,65,304,, , ,1412,BREMEN,906468.6,1029947,5/16/2017
17-022838,2017-05,5/13/2017 22:35,Y, , ,1, ,52230,5/14/2017 0:14,5/15/2017,5,523,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY          ,2715,N SARAH ST          ,57,305,,ST MATTHEW THE APOSTLE, ,2715,SARAH,896486.2,1028855,5/16/2017
17-022917,2017-05,5/14/2017 12:00,Y, , ,1, ,250000,5/14/2017 12:18,5/14/2017,4,422,LOITERING-BEGGING                                 ,810,SPRUCE ST           ,35,304,, , ,810,SPRUCE,907472.1,1015934,5/16/2017
17-022453,2017-05,4/11/2017 17:00,Y, , ,1, ,65701,5/11/2017 20:41,5/13/2017,5,528,LARCENY-MTR VEH PARTS UNDER $500                  ,5124,LOTUS AVE           ,52,305,, , ,5124,LOTUS,888071.8,1031942,5/16/2017
17-022860,2017-05,5/13/2014 23:00,Y, , ,1, ,64701,5/14/2017 3:17,5/14/2017,4,428,LARCENY-FROM MTR VEH UNDER $500                   ,1911,LOCUST ST           ,36,301,, , ,718,HOLLY HILLS,903753.8,1019516,5/16/2017
17-022789,2017-05,5/13/2017 15:34,Y, , ,1, ,63601,5/13/2017 18:50,5/13/2017,2,224,"LARCENY-SHOPLIFT $500 - $24,999                   ",3573,BAMBERGER AVE       ,15,302,, ,AMERICA S BEST CONTACTS & EYEGLASSES,3573,BAMBERGER,891948.5,1004428,5/16/2017
17-022191,2017-05,5/5/2017 12:00,Y, , ,1, ,67701,5/10/2017 14:45,5/14/2017,3,324,LARCENY-FROM BUILDING UNDER $500                  ,3329,MISSOURI AVE        ,22,303,, , ,3329,MISSOURI,899288.7,1005232,5/16/2017
17-022913,2017-05,5/14/2017 11:15,Y, , ,1, ,142320,5/14/2017 12:14,5/14/2017,2,228,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4500,CHOUTEAU AVE        ,39,302,, , ,4508,CHOUTEAU,888476.6,1018437,5/16/2017
17-022863,2017-05,5/14/2017 2:40,Y, , ,1, ,91113,5/14/2017 3:13,5/15/2017,5,522,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4036,ENRIGHT AVE         ,58,305,, , ,4036,ENRIGHT,894236.1,1024009,5/16/2017
17-022785,2017-05,5/12/2017 21:30,Y, , ,1, ,65701,5/13/2017 16:30,5/13/2017,2,222,LARCENY-MTR VEH PARTS UNDER $500                  ,5252,OLEATHA AVE         ,14,680,, , ,5252,OLEATHA,882922.3,1006229,5/16/2017
17-022911,2017-05,5/13/2017 20:30,Y, , ,1, ,51212,5/14/2017 12:10,5/14/2017,1,123,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,5631,GRESHAM AVE         ,6,301,, , ,5631,GRESHAM,879647,998358,5/16/2017
17-022747,2017-05,5/12/2017 20:00,Y, , ,1, ,65701,5/13/2017 13:22,5/14/2017,6,621,LARCENY-MTR VEH PARTS UNDER $500                  ,3126,N NEWSTEAD AVE      ,56,680,, , ,3126,NEWSTEAD,894888.3,1031659,5/16/2017
17-022621,2017-05,5/12/2017 15:00,Y, , ,1, ,266510,5/12/2017 18:41,5/14/2017,4,422,PUBLIC ORDER-TRESPASSING                          ,430,S 15TH ST           ,36,304,, ,@GREYHOUND,430,15TH,904845.8,1016613,5/16/2017
17-022680,2017-05,5/13/2017 0:01,Y, , ,1, ,241100,5/15/2017 11:48,5/15/2017,2,222,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3291,S KINGSHIGHWAY BLVD ,14,301,,QUICK TRIP, ,3291,KINGSHIGHWAY,885690.1,1007605,5/16/2017
17-023099,2017-05,5/11/2017 12:00,Y, , ,1, ,142320,5/15/2017 11:35,5/15/2017,5,523,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1140,N KINGSHIGHWAY BLVD ,53,680,, , ,1140,KINGSHIGHWAY,888131.1,1028185,5/16/2017
17-023004,2017-05,5/14/2017 23:23,Y, , ,1, ,265321,5/16/2017 0:15,5/16/2017,4,421,LEAVING SCENE OF ACCIDENT                         ,0,N 4TH ST / WASHINGTON AVE,35,304,, , ,,,909581.6,1018292,5/16/2017
17-022549,2017-05,5/12/2017 8:40,Y, , ,1, ,52112,5/12/2017 13:39,5/13/2017,3,324,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED        ,1300,CHEROKEE ST         ,18,303,, ,@ GETAWAY CARTS,1300,CHEROKEE,901349.6,1004698,5/16/2017
17-022448,2017-05,5/10/2017 20:00,Y, , ,1, ,52312,5/11/2017 20:10,5/13/2017,3,324,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,1300,CHEROKEE ST         ,18,303,,GET AWAY CARTS, ,1300,CHEROKEE,901349.6,1004698,5/16/2017
17-022896,2017-05,5/14/2017 5:00,Y, , ,1, ,51322,5/14/2017 10:30,5/14/2017,4,424,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1002,CARR ST,62,304,, , ,1002,CARR,908115.9,1020473,5/16/2017
17-022784,2017-05,5/6/2017 14:00,Y, , ,1, ,51322,5/13/2017 16:34,5/13/2017,1,126,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3222,N DAKOTA ST         ,16,301,, ,UPSTAIRS,3222,DAKOTA,894057.6,998592.8,5/16/2017
17-022919,2017-05,5/14/2017 11:15,Y, , ,1, ,64701,5/14/2017 12:24,5/14/2017,4,428,LARCENY-FROM MTR VEH UNDER $500                   ,0,N LEONARD AVE / LOCUST ST,77,680,, , ,3224,LOCUST,898300.8,1020827,5/16/2017
17-022739,2017-05,4/22/2017 12:00,Y, , ,1, ,69702,5/13/2017 12:40,5/14/2017,1,129,LARCENY-ALL OTHER UNDER $500                      ,5129,EICHELBERGER ST     ,7,680,, , ,5129,EICHELBERGER,882284.5,1000694,5/16/2017
17-022836,2017-05,5/13/2017 23:20,Y, , ,1, ,142320,5/14/2017 0:10,5/15/2017,5,523,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4349,SAINT LOUIS AVE     ,57,305,, , ,4364,SAINT LOUIS,895509.1,1030138,5/16/2017
17-022940,2017-05,5/14/2017 14:30,Y, , ,1, ,43013,5/14/2017 21:45,5/14/2017,1,123,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,5600,GRAVOIS AVE         ,5,301,, , ,4779,MILENTZ,885431.4,999336.9,5/16/2017
17-023065,2017-05,5/13/2017 17:00,Y, , ,1, ,142320,5/15/2017 9:07,5/15/2017,4,428,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2630,DR MARTIN LUTHER KING DR,59,680,,BELLE MIDWEST FURNITURE, ,2630,DR MARTIN LUTHER KING,901899.6,1021207,5/16/2017
17-022790,2017-05,5/13/2017 14:55,Y, , ,1, ,67601,5/13/2017 16:52,5/14/2017,5,521,"LARCENY-FROM BUILDING $500 - $24,999              ",4495,FOREST PARK AVE     ,38,305,,GREAT CLIPS, ,4495,FOREST PARK,889164.2,1021486,5/16/2017
17-022772,2017-05,5/11/2017 10:00,Y, , ,1, ,67701,5/13/2017 15:55,5/14/2017,4,425,LARCENY-FROM BUILDING UNDER $500                  ,1116,BRISTOL LN          ,63,304,, , ,1116,BRISTOL,908357.4,1024419,5/16/2017
17-022849,2017-05,5/14/2017 0:55,Y, , ,1, ,31111,5/14/2017 1:48,5/14/2017,3,329,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,2900,ST VINCENT AVE      ,31,303,, ,@ RESIDENCE,2900,ST VINCENT,898053,1014019,5/16/2017
17-023020,2017-05,5/15/2017 0:15,Y, , ,1, ,142320,5/15/2017 1:29,5/15/2017,4,425,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3406,N 22ND ST           ,65,304,, , ,3406,22ND,904533.5,1028158,5/16/2017
17-022616,2017-05,5/12/2017 16:51,Y, , ,1, ,52122,5/12/2017 21:34,5/13/2017,4,423,BURGLARY-BUSINESS/DAY/UNLAW ENT/UNOCCUPIED        ,811,N 9TH ST            ,35,304,,HOLIDAY INN - DOWNTOWN  ST. LOUIS, ,811,9TH,908092,1019473,5/16/2017
17-022211,2017-05,5/10/2017 15:00,Y, , ,1, ,91114,5/10/2017 16:23,5/15/2017,5,522,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",325,N NEWSTEAD AVE      ,38,305,, , ,325,NEWSTEAD,890374.3,1023427,5/16/2017
17-023028,2017-05,5/15/2017 0:40,Y, , ,1, ,42011,5/15/2017 3:08,5/15/2017,1,129,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ,4660,CHIPPEWA ST         ,5,301,,SHOP N SAVE, ,,,885362.3,1003846,5/17/2017
17-022955,2017-05,5/14/2017 13:20,Y, , ,1, ,64601,5/14/2017 17:55,5/14/2017,4,421,"LARCENY-FROM MTR VEH $500 - $24,999               ",200,S BROADWAY          ,35,304,,STADIUM EAST, ,,,908743.9,1016075,5/17/2017
17-022557,2017-05,5/12/2017 11:56,Y, , ,1, ,151110,5/12/2017 13:08,5/13/2017,6,624,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,3700,UNION BLVD          ,70,306,, , ,,,889231.6,1036274,5/16/2017
17-015935,2017-05,4/5/2017 20:20,Y, , ,1, ,41011,4/5/2017 23:03,5/13/2017,6,622,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4126,W FLORISSANT AVE    ,68,374,,BP GAS STATION, ,6040,HARNEY,900142.6,1034662,5/16/2017
17-023076,2017-05,5/13/2017 18:00,Y, , ,1, ,142320,5/15/2017 9:56,5/15/2017,5,524,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,282,DE BALIVIERE AVE    ,47,305,, ,BOOST MOBILE,282,DE BALIVIERE,881589.6,1025006,5/16/2017
17-022185,2017-05,5/7/2017 12:00,Y, , ,1, ,264100,5/10/2017 13:20,5/16/2017,2,222,HEALTH-SANITATION VIOL                            ,5536,CHIPPEWA ST         ,7,399,, , ,5536,CHIPPEWA,881154.3,1004600,5/16/2017
